KEY,SubmissionDate,starttime,endtime,deviceid,subscriberid,simid,devicephonenum,username,duration,formdef_version,instanceID,respondent_id,age,gender,education_level,household_size,farm_size_ha,main_crop,secondary_crop,yield_kg_last_season,estimated_income_kes,uses_fertilizer,uses_irrigation,soil_type,years_farming,belongs_to_coop,received_extension,gps_latitude,gps_longitude,gps_altitude,gps_accuracy,challenges_faced,new_practices_adopted,additional_comments,has_valid_gps,data_quality_score
617cf875-0634-41f2-a39c-43f2ab18a90c,2025-10-03 07:51:00,2025-10-03 07:16:00,2025-10-03 07:51:00,collect:device:654634,8901224173718,407297262502975,254745507920.0,enum_peter,2100,20250901v3,uuid:617cf875-0634-41f2-a39c-43f2ab18a90c,R0052,22.0,Male,Secondary,3,0.85,Coffee,Beans,621.6,450246.0,,No,Clay,36,,Yes,0.437832,36.21035,1942.9,11.5,Conflict over water with neighbouring farms.,Planted drought-tolerant maize variety recommended by the agrovet.,Market prices are too low.,True,5
93519949-ea98-460d-93c4-09e9b2e8d40c,2025-09-28 16:46:00,2025-09-28 15:35:00,2025-09-28 16:46:00,collect:device:108203,8901513600440,646785568420446,254793893865.0,enum_james,4260,20250901v3,uuid:93519949-ea98-460d-93c4-09e9b2e8d40c,R0053,20.0,Female,Primary,2,2.56,Coffee,Potatoes,395.0,11518.0,No,Yes,Loam,13,Yes,No,0.848747,36.404072,1937.9,20.7,Climate change is real; seasons are no longer predictable.,I now keep farm records of expenses and sales.,Market prices are too low.,True,5
b1e50fe3-3a3b-49d1-9fbe-a17db460235d,2025-09-11 14:59:00,2025-09-11 13:52:00,2025-09-11 14:59:00,collect:device:800305,8901719106699,537811910945722,254736550845.0,enum_grace,4020,20250901v3,uuid:b1e50fe3-3a3b-49d1-9fbe-a17db460235d,R0054,18.0,Male,Tertiary,11,1.56,Potatoes,Vegetables,704.4,28858.0,Organic Only,Sometimes,Loam,7,No,No,0.737068,38.246385,1721.4,22.8,My biggest problem is access to quality certified seeds.,Applied organic manure from my cattle and reduced chemical fertilizer.,Hope next season will be better.,True,5
ae64682d-e251-4a46-ad64-f9cf218d9c6d,2025-10-03 06:05:00,2025-10-03 05:05:00,2025-10-03 06:05:00,collect:device:956795,8901304095531,853085304313326,254783089925.0,enum_grace,3600,20250901v3,uuid:ae64682d-e251-4a46-ad64-f9cf218d9c6d,R0055,55.0,Male,Secondary,4,2.07,Beans,Vegetables,1017.2,31528.0,,No,Sandy,36,No,No,-0.00525,37.516073,1268.5,7.5,Unpredictable weather and long dry spells.,Planted drought-tolerant maize variety recommended by the agrovet.,Thank you for the survey.,True,5
b9efe8d6-d466-4f1d-9129-c3ca2ff3b6b9,2025-09-04 09:47:00,2025-09-04 09:19:00,2025-09-04 09:47:00,collect:device:681542,8901373506211,998630334299667,254729997018.0,enum_mary,1680,20250901v3,uuid:b9efe8d6-d466-4f1d-9129-c3ca2ff3b6b9,R0056,32.0,Female,Primary,3,0.5,Maize,,753.9,107829.0,Yes,No,Loam,9,No,Yes,0.804686,36.022993,1571.1,4.5,High cost of fertilizer and seeds. I could not afford enough.,"Nothing new this season, same as always.",Market prices are too low.,True,5
b87dcd69-0937-4155-84f8-4742e67a9a04,2025-09-27 11:46:00,2025-09-27 11:15:00,2025-09-27 11:46:00,collect:device:413921,8901147659674,915354033032223,254729090631.0,enum_james,1860,20250901v3,uuid:b87dcd69-0937-4155-84f8-4742e67a9a04,R0057,51.0,Male,Primary,1,4.06,Maize,,1969.5,20789.0,Yes,No,Unknown,32,No,No,-1.278769,36.253679,2120.8,22.3,Pests especially fall armyworm destroyed a large part of my maize.,Applied organic manure from my cattle and reduced chemical fertilizer.,Hope next season will be better.,True,5
0274677d-3dd4-46bf-be9a-c9e12d2d434d,2025-09-14 17:10:00,2025-09-14 16:17:00,2025-09-14 17:10:00,collect:device:795613,8901861052404,701371108457337,,,3180,20250901v3,uuid:0274677d-3dd4-46bf-be9a-c9e12d2d434d,R0058,52.0,Female,Tertiary,3,2.51,Beans,Beans,939.7,10015.0,No,Yes,Unknown,11,Yes,No,-1.010043,37.658754,1784.4,11.6,Crop diseases that I do not know how to control.,I am experimenting with kitchen gardening for household food.,Hope next season will be better.,True,5
b5f82dd8-68ae-459d-8471-e24df88ba239,2025-10-09 14:25:00,2025-10-09 14:02:00,2025-10-09 14:25:00,collect:device:208618,8901568213197,766413112918758,254751286958.0,enum_james,1380,20250901v3,uuid:b5f82dd8-68ae-459d-8471-e24df88ba239,R0059,66.0,Male,Secondary,2,1.86,Tea,,515.1,137117.0,No,Yes,Loam,8,,No,-1.386932,36.012654,1738.3,14.9,Theft of produce from the farm at night.,I now keep farm records of expenses and sales.,Soil testing would help us a lot.,True,5
02724780-b6b6-4d0b-9121-561d16359e21,2025-09-16 10:56:00,2025-09-16 10:36:00,2025-09-16 10:56:00,collect:device:240814,8901101815992,846472035057206,254786397676.0,enum_john,1200,20250901v3,uuid:02724780-b6b6-4d0b-9121-561d16359e21,R0060,42.0,Female,Secondary,8,0.78,Coffee,Beans,954.4,25634.0,Yes,No,Clay,33,No,Yes,-0.686674,36.40202,1468.9,24.3,High cost of fertilizer and seeds. I could not afford enough.,Started intercropping to maximize the small land I have.,Market prices are too low.,True,5
f382441f-600d-49b5-943b-335a81da968b,2025-09-10 07:02:00,2025-09-10 06:25:00,2025-09-10 07:02:00,collect:device:377312,8901658260221,194515166718207,254768942178.0,enum_grace,2220,20250901v3,uuid:f382441f-600d-49b5-943b-335a81da968b,R0061,41.0,Male,Secondary,6,1.75,Beans,,1042.8,95464.0,Yes,Yes,,23,No,No,-0.528307,37.371834,1568.4,4.5,Crop diseases that I do not know how to control.,mulching and organic fertilizer,The training last month was useful.,True,5
570ff44c-5958-4d74-a0a8-4356231bb7c7,2025-09-13 16:48:00,2025-09-13 15:35:00,2025-09-13 16:48:00,collect:device:221035,8901965984448,582576696032702,,enum_john,4380,20250901v3,uuid:570ff44c-5958-4d74-a0a8-4356231bb7c7,R0062,29.0,Female,Primary,9,1.07,,Potatoes,207.1,83987.0,Yes,No,Clay-Loam,25,No,Yes,-0.821627,37.729738,2095.3,17.3,Poor road access to market so I sell at very low prices to middlemen.,Using push-pull technology for pest control.,I would like irrigation support.,True,4
8a45f1e0-ecf7-4820-a984-8c0f93f7e948,2025-09-30 19:53:00,2025-09-30 18:53:00,2025-09-30 19:53:00,collect:device:212235,8901678158427,304609929993885,254764023778.0,enum_mary,3600,20250901v3,uuid:8a45f1e0-ecf7-4820-a984-8c0f93f7e948,R0063,35.0,Female,Secondary,8,0.36,Tea,Potatoes,1871.5,35141.0,Yes,Yes,Clay,8,Yes,No,0.571844,37.629903,1866.5,4.6,I lost most of my beans to heavy rains that came at the wrong time.,Bought a small solar pump for irrigation.,The training last month was useful.,True,5
a9d45f02-983c-4e95-bfa3-00cd38d24f12,2025-09-06 06:58:00,2025-09-06 06:06:00,2025-09-06 06:58:00,collect:device:878480,8901837507241,392908395623467,254777172238.0,enum_john,3120,20250901v3,uuid:a9d45f02-983c-4e95-bfa3-00cd38d24f12,R0064,32.0,Female,Tertiary,10,1.3,Maize,,507.3,29979.0,No,No,Unknown,22,No,Yes,-0.608117,36.560673,1987.4,11.3,Water scarcity for irrigation even though I have a small pump.,Installed a small drip irrigation system for vegetables.,The training last month was useful.,True,5
d58f01bb-92e2-4594-8c41-3566d7488acc,2025-09-19 15:34:00,2025-09-19 15:06:00,2025-09-19 15:34:00,collect:device:680097,8901872482077,468565656810355,254768755000.0,enum_grace,1680,20250901v3,uuid:d58f01bb-92e2-4594-8c41-3566d7488acc,R0065,61.0,Male,,3,1.19,Maize,Vegetables,519.2,23607.0,No,No,Clay-Loam,4,No,No,-0.797664,37.780448,1654.3,20.7,Labour is expensive and hard to find during peak seasons.,Participating in a demo plot with the county agricultural office.,Market prices are too low.,True,5
bac9260c-2ba2-44da-b7f7-236681fca66b,2025-09-26 08:04:00,2025-09-26 06:38:00,2025-09-26 08:04:00,collect:device:262998,8901896662826,611943830888028,,enum_grace,5160,20250901v3,uuid:bac9260c-2ba2-44da-b7f7-236681fca66b,R0066,33.0,Male,,5,3.16,Maize,Beans,1308.0,35714.0,No,No,Loam,40,No,No,-0.14326,36.593123,1830.2,12.5,Climate change is real; seasons are no longer predictable.,Participating in a demo plot with the county agricultural office.,,True,5
37085525-5a92-4816-a782-d6da59ca8424,2025-09-29 10:19:00,2025-09-29 09:03:00,2025-09-29 10:19:00,collect:device:385577,8901891388192,479990045371065,,enum_john,4560,20250901v3,uuid:37085525-5a92-4816-a782-d6da59ca8424,R0067,44.0,Female,Primary,7,0.23,Maize,,1303.0,93846.0,Yes,No,Loam,3,Yes,No,-1.147689,36.813499,1448.4,24.9,Lack of capital to buy proper equipment or hire labour.,mulching and organic fertilizer,Need more support with inputs.,True,5
e1784712-6efb-4579-9905-f4f979255e38,2025-09-21 15:04:00,2025-09-21 14:15:00,2025-09-21 15:04:00,collect:device:395442,8901820081872,413289427806820,254753261270.0,enum_mary,2940,20250901v3,uuid:e1784712-6efb-4579-9905-f4f979255e38,R0068,25.0,Female,Tertiary,5,1.63,Maize,Maize,354.0,15122.0,No,No,Sandy,29,Yes,Yes,0.505492,37.866229,1905.5,15.3,Climate change is real; seasons are no longer predictable.,I now keep farm records of expenses and sales.,Hope next season will be better.,True,5
1ead29f2-73d4-4cb7-8fc6-8fb6cb5fa0ad,2025-10-06 11:25:00,2025-10-06 10:52:00,2025-10-06 11:25:00,collect:device:734210,8901311564862,574640408968562,254713471527.0,enum_peter,1980,20250901v3,uuid:1ead29f2-73d4-4cb7-8fc6-8fb6cb5fa0ad,R0069,63.0,Male,Unknown,8,0.54,Maize,Vegetables,1370.1,40935.0,Yes,No,Clay,41,Yes,No,-1.313623,37.624082,1627.6,10.1,Climate change is real; seasons are no longer predictable.,mulching and organic fertilizer,Market prices are too low.,True,5
6fb9932a-9e51-48e5-9a91-e21b90dd7b43,2025-09-04 19:38:00,2025-09-04 18:54:00,2025-09-04 19:38:00,collect:device:320861,8901491079829,629518279773837,,enum_mary,2640,20250901v3,uuid:6fb9932a-9e51-48e5-9a91-e21b90dd7b43,R0070,42.0,Male,Primary,5,1.74,Maize,Maize,401.7,10610.0,Yes,No,Sandy,29,Yes,No,0.967217,38.123059,1642.5,7.8,Unpredictable weather and long dry spells.,I follow advice from the radio agricultural program.,Soil testing would help us a lot.,True,5
17035889-b381-43d0-9077-98262e5c3ec0,2025-10-09 07:34:00,2025-10-09 06:55:00,2025-10-09 07:34:00,collect:device:852470,8901563102056,943325501754758,254787201917.0,enum_john,2340,20250901v3,uuid:17035889-b381-43d0-9077-98262e5c3ec0,R0071,34.0,Male,Secondary,1,1.82,Maize,Beans,3420.8,12167.0,No,No,Clay-Loam,34,No,No,0.430612,37.644032,1849.3,10.7,Water scarcity for irrigation even though I have a small pump.,Using push-pull technology for pest control.,Hope next season will be better.,True,5
f053b14f-a1c6-40c9-8d09-6a86c6eb2409,2025-09-01 13:56:00,2025-09-01 13:02:00,2025-09-01 13:56:00,collect:device:459536,8901175133802,158641505279486,254712784407.0,enum_peter,3240,20250901v3,uuid:f053b14f-a1c6-40c9-8d09-6a86c6eb2409,R0072,46.0,Male,Primary,5,1.26,Maize,,315.6,35100.0,,Sometimes,Clay,34,Yes,,-1.003211,37.420772,2136.3,11.2,High cost of fertilizer and seeds. I could not afford enough.,Joined a farmers group that trains on post-harvest handling.,I would like irrigation support.,True,5
cec0df38-2fa2-497d-99da-61e533e6f4e8,2025-10-06 11:40:00,2025-10-06 11:12:00,2025-10-06 11:40:00,collect:device:313487,8901813219781,352451090792515,254746173157.0,enum_grace,1680,20250901v3,uuid:cec0df38-2fa2-497d-99da-61e533e6f4e8,R0073,70.0,Male,,4,2.57,Maize,Beans,825.1,4204.0,No,No,Sandy,28,Yes,Yes,-1.486195,36.234187,1264.0,4.5,Conflict over water with neighbouring farms.,Joined a farmers group that trains on post-harvest handling.,,True,5
64d0b80e-ab76-431e-9686-f239e0dfcd1b,2025-10-01 09:23:00,2025-10-01 08:43:00,2025-10-01 09:23:00,collect:device:820892,8901454549587,177256369100791,254733513701.0,enum_john,2400,20250901v3,uuid:64d0b80e-ab76-431e-9686-f239e0dfcd1b,R0074,25.0,Female,Tertiary,6,0.5,Coffee,,329.0,350324.0,Yes,Yes,Sandy,13,Yes,No,0.538654,36.91929,2024.7,11.1,Lack of capital to buy proper equipment or hire labour.,I follow advice from the radio agricultural program.,Need more support with inputs.,True,5
22b23c3e-d591-44f9-aa59-bee9118be1d5,2025-09-25 09:20:00,2025-09-25 08:44:00,2025-09-25 09:20:00,collect:device:765046,8901769108025,145327589139619,254797444123.0,enum_john,2160,20250901v3,uuid:22b23c3e-d591-44f9-aa59-bee9118be1d5,R0075,32.0,Male,Tertiary,3,3.27,Beans,Maize,4916.9,9775.0,No,Yes,Loam,15,Yes,Yes,0.267143,36.663006,1492.4,13.2,Everything is expensive and the weather is bad.,Tried planting cover crops but they did not establish well.,Market prices are too low.,True,5
9ce9f798-d323-4066-8beb-1f9d766da246,2025-09-30 13:43:00,2025-09-30 12:41:00,2025-09-30 13:43:00,collect:device:994343,8901437064353,134938503392621,254747333543.0,enum_mary,3720,20250901v3,uuid:9ce9f798-d323-4066-8beb-1f9d766da246,R0076,44.0,Male,Primary,11,0.77,,Beans,218.3,34749.0,No,No,Unknown,23,Yes,No,0.322518,36.609974,1643.9,18.9,Crop diseases that I do not know how to control.,I follow advice from the radio agricultural program.,I would like irrigation support.,True,4
1b13f5f2-aaf0-4a23-9fba-5f911f64ecef,2025-09-30 11:27:00,2025-09-30 10:22:00,2025-09-30 11:27:00,collect:device:376807,8901812306873,378416743579941,254788561612.0,enum_james,3900,20250901v3,uuid:1b13f5f2-aaf0-4a23-9fba-5f911f64ecef,R0077,63.0,Male,Primary,5,0.39,Maize,Vegetables,1066.3,131274.0,Yes,No,Sandy,44,Yes,Yes,0.428176,38.432526,1221.9,17.4,Lack of capital to buy proper equipment or hire labour.,I follow advice from the radio agricultural program.,Thank you for the survey.,True,5
ef2aa7f8-3682-4450-98b3-75b3e87a37d6,2025-09-07 08:54:00,2025-09-07 08:37:00,2025-09-07 08:54:00,collect:device:629959,8901233815413,799560065736694,254775998319.0,enum_grace,1020,20250901v3,uuid:ef2aa7f8-3682-4450-98b3-75b3e87a37d6,R0078,67.0,Male,Primary,2,1.09,Beans,Beans,343.3,14056.0,Yes,Yes,Sandy,26,,No,-1.314888,36.982744,1501.0,18.6,Labour is expensive and hard to find during peak seasons.,,,True,5
7d594730-4f83-4f9d-809d-fa4df226b7d2,2025-09-28 19:55:00,2025-09-28 18:59:00,2025-09-28 19:55:00,collect:device:612262,8901872830248,368577844397963,254773083727.0,enum_grace,3360,20250901v3,uuid:7d594730-4f83-4f9d-809d-fa4df226b7d2,R0079,69.0,Female,,11,0.25,Other,Maize,483.6,2884.0,Yes,No,Loam,4,No,No,-0.603836,38.230116,1702.6,3.2,I lost most of my beans to heavy rains that came at the wrong time.,Planted drought-tolerant maize variety recommended by the agrovet.,The training last month was useful.,True,5
9b6885e6-bd7b-4713-8376-fbda09666ba7,2025-09-10 11:30:00,2025-09-10 10:57:00,2025-09-10 11:30:00,collect:device:363319,8901422468580,633182077207700,254754735895.0,enum_mary,1980,20250901v3,uuid:9b6885e6-bd7b-4713-8376-fbda09666ba7,R0080,24.0,Male,Tertiary,6,1.65,Maize,,1000.4,22260.0,Yes,No,Loam,26,No,No,-1.210327,37.577847,1256.2,7.8,Water scarcity for irrigation even though I have a small pump.,Joined a farmers group that trains on post-harvest handling.,,True,5
b1a8fa30-68ed-41f4-85c9-5f6790704ddf,2025-09-25 18:05:00,2025-09-25 16:38:00,2025-09-25 18:05:00,collect:device:987204,8901644518647,228791764641713,254724039158.0,enum_peter,5220,20250901v3,uuid:b1a8fa30-68ed-41f4-85c9-5f6790704ddf,R0081,20.0,Male,Tertiary,6,1.1,Vegetables,Beans,2002.4,13873.0,No,No,Clay,40,No,No,0.657759,37.987028,1691.1,17.6,Everything is expensive and the weather is bad.,Planted drought-tolerant maize variety recommended by the agrovet.,I would like irrigation support.,True,5
f07eacc2-8d97-43f9-8f9e-2184817fc3ea,2025-09-09 18:35:00,2025-09-09 17:53:00,2025-09-09 18:35:00,collect:device:153266,8901432091877,623578924369467,254754265498.0,enum_john,2520,20250901v3,uuid:f07eacc2-8d97-43f9-8f9e-2184817fc3ea,R0082,46.0,Female,Unknown,5,3.62,Maize,Potatoes,2867.1,2969.0,No,No,Loam,9,No,No,0.058245,37.256593,2127.1,13.6,Crop diseases that I do not know how to control.,Using mobile money to save for next season inputs.,Market prices are too low.,True,5
1dbdf84c-955f-427e-bef0-7cca55c7ba6b,2025-09-20 07:57:00,2025-09-20 06:58:00,2025-09-20 07:57:00,collect:device:196781,8901816070802,388504547386096,254776500726.0,enum_grace,3540,20250901v3,uuid:1dbdf84c-955f-427e-bef0-7cca55c7ba6b,R0083,61.0,Female,Unknown,6,2.27,Maize,Beans,166.8,49681.0,Yes,Yes,Clay,5,No,No,-0.672755,37.44226,1305.4,3.1,Government extension officers rarely visit our area.,"Nothing new this season, same as always.",,True,5
0415372e-2f00-4c94-a32f-7488ff0a5d16,2025-09-21 09:49:00,2025-09-21 08:24:00,2025-09-21 09:49:00,collect:device:765095,8901538508549,515339516227357,254763747791.0,enum_james,5100,20250901v3,uuid:0415372e-2f00-4c94-a32f-7488ff0a5d16,R0084,70.0,Male,Secondary,11,0.44,Tea,Beans,846.4,45606.0,Yes,Yes,Clay,32,Yes,Yes,-1.341104,37.231294,1964.4,20.7,Pests especially fall armyworm destroyed a large part of my maize.,Joined a farmers group that trains on post-harvest handling.,Market prices are too low.,True,5
282d5e63-bbb8-4193-a484-33dcba6d45cf,2025-10-03 16:06:00,2025-10-03 14:49:00,2025-10-03 16:06:00,collect:device:544151,8901450236225,782174671239863,254783832717.0,enum_grace,4620,20250901v3,uuid:282d5e63-bbb8-4193-a484-33dcba6d45cf,R0085,41.0,Female,Tertiary,7,0.69,Beans,,2473.9,127588.0,No,No,Loam,20,No,No,-0.722544,36.488107,1609.7,20.0,Crop diseases that I do not know how to control.,I now keep farm records of expenses and sales.,Soil testing would help us a lot.,True,5
9d79319a-596f-4a8e-9947-e898b35ebae6,2025-09-06 07:31:00,2025-09-06 06:04:00,2025-09-06 07:31:00,collect:device:969634,8901532074125,908801388727871,,enum_james,5220,20250901v3,uuid:9d79319a-596f-4a8e-9947-e898b35ebae6,R0086,20.0,Female,Secondary,5,2.05,Coffee,Maize,145.9,10584.0,Yes,No,Sandy,11,Yes,Yes,-0.687042,37.80613,1855.2,15.1,Pests especially fall armyworm destroyed a large part of my maize.,Using push-pull technology for pest control.,Market prices are too low.,True,5
a4519c15-9b26-4f0c-a787-4052a3d1f06e,2025-09-11 09:23:00,2025-09-11 08:50:00,2025-09-11 09:23:00,collect:device:390120,8901848621833,975714258798251,,enum_grace,1980,20250901v3,uuid:a4519c15-9b26-4f0c-a787-4052a3d1f06e,R0087,37.0,Male,Tertiary,1,2.66,Coffee,Beans,882.7,6254.0,No,No,Unknown,15,Yes,No,0.324015,36.701931,1460.2,4.5,Government extension officers rarely visit our area.,Using push-pull technology for pest control.,I would like irrigation support.,True,5
262f1bc4-1f89-48bf-81bb-426f6276581f,2025-09-15 12:20:00,2025-09-15 11:19:00,2025-09-15 12:20:00,collect:device:146228,8901417457352,284386464889024,254725558733.0,enum_john,3660,20250901v3,uuid:262f1bc4-1f89-48bf-81bb-426f6276581f,R0088,63.0,Male,Primary,8,3.59,Maize,Maize,663.9,23216.0,No,No,Sandy,32,Yes,No,0.093894,36.06079,1359.5,19.9,I lost most of my beans to heavy rains that came at the wrong time.,Bought a small solar pump for irrigation.,Need more support with inputs.,True,5
6cf0f8c2-7ed6-4683-9b70-2e0b19290078,2025-09-26 17:55:00,2025-09-26 17:27:00,2025-09-26 17:55:00,collect:device:103717,8901695295870,450198596890828,254764247457.0,enum_james,1680,20250901v3,uuid:6cf0f8c2-7ed6-4683-9b70-2e0b19290078,R0089,32.0,Female,Primary,4,3.57,Potatoes,Maize,965.9,32953.0,No,Yes,Loam,28,No,No,0.718032,37.613681,1360.5,15.8,Water scarcity for irrigation even though I have a small pump.,,Soil testing would help us a lot.,True,5
bdfafe4b-c040-4ab2-95d2-9f04fb60a50c,2025-09-14 14:36:00,2025-09-14 13:44:00,2025-09-14 14:36:00,collect:device:449759,8901236674237,751538413149205,254710154493.0,enum_john,3120,20250901v3,uuid:bdfafe4b-c040-4ab2-95d2-9f04fb60a50c,R0090,42.0,Female,,9,1.26,Maize,Potatoes,331.9,100056.0,No,Yes,Loam,22,No,Yes,-0.319463,36.442777,1270.5,20.2,High cost of fertilizer and seeds. I could not afford enough.,Installed a small drip irrigation system for vegetables.,Need more support with inputs.,True,5
ced02acf-d216-4361-90c9-d9c38ecbee8e,2025-09-21 07:04:00,2025-09-21 05:57:00,2025-09-21 07:04:00,collect:device:908577,8901305986733,748287998471707,254782825679.0,enum_peter,4020,20250901v3,uuid:ced02acf-d216-4361-90c9-d9c38ecbee8e,R0091,47.0,,,10,1.8,Beans,Maize,182.7,171378.0,Yes,No,Clay,41,No,No,-1.201014,38.351146,1385.6,19.5,Unpredictable weather and long dry spells.,I follow advice from the radio agricultural program.,,True,4
8dbc05c6-5515-468f-9a68-474fb603ee3c,2025-09-03 12:25:00,2025-09-03 11:10:00,2025-09-03 12:25:00,collect:device:237174,8901551450815,522560177770658,254717275149.0,enum_john,4500,20250901v3,uuid:8dbc05c6-5515-468f-9a68-474fb603ee3c,R0092,31.0,Male,Secondary,6,3.82,Beans,,118.9,138127.0,Yes,No,Loam,17,No,,0.283112,38.384821,1864.2,20.7,My biggest problem is access to quality certified seeds.,Practicing crop rotation between maize and beans.,The training last month was useful.,True,5
4d9aa392-563e-45e0-839f-b2778761b6c9,2025-10-07 13:48:00,2025-10-07 12:58:00,2025-10-07 13:48:00,collect:device:768061,8901813962536,323298420683808,254758557203.0,enum_john,3000,20250901v3,uuid:4d9aa392-563e-45e0-839f-b2778761b6c9,R0093,24.0,Male,Primary,1,1.06,Coffee,Potatoes,1601.6,49227.0,No,No,Clay,26,Yes,No,0.401963,38.287161,2081.7,14.4,Government extension officers rarely visit our area.,Started intercropping to maximize the small land I have.,Thank you for the survey.,True,5
6163aa41-fc69-4d7f-b34d-d62b82e16db9,2025-09-19 08:24:00,2025-09-19 07:30:00,2025-09-19 08:24:00,collect:device:374680,8901507104143,766639380283718,254776906611.0,enum_peter,3240,20250901v3,uuid:6163aa41-fc69-4d7f-b34d-d62b82e16db9,R0094,34.0,Female,Secondary,3,1.83,Maize,Vegetables,1796.6,87505.0,No,No,,44,No,No,-0.096807,36.925397,2014.1,6.1,Unpredictable weather and long dry spells.,,I would like irrigation support.,True,5
60f69ab2-07c6-4bb0-911c-c231352cda8a,2025-09-21 17:56:00,2025-09-21 17:12:00,2025-09-21 17:56:00,collect:device:269430,8901827264603,373424607016234,254716927215.0,enum_mary,2640,20250901v3,uuid:60f69ab2-07c6-4bb0-911c-c231352cda8a,R0095,61.0,Male,Secondary,3,1.04,Maize,,873.4,17952.0,Yes,No,Clay,7,Yes,No,0.427418,36.038642,1885.1,17.8,,I now keep farm records of expenses and sales.,Need more support with inputs.,True,5
f8d6135f-173c-4654-9b06-65810d754475,2025-10-03 07:52:00,2025-10-03 07:29:00,2025-10-03 07:52:00,collect:device:877236,8901903303363,884965840548908,254783715012.0,enum_peter,1380,20250901v3,uuid:f8d6135f-173c-4654-9b06-65810d754475,R0096,37.0,Male,Primary,10,0.87,Tea,Maize,411.3,43706.0,No,Yes,Sandy,42,Yes,Yes,-0.265511,38.320796,1310.4,16.7,I lost most of my beans to heavy rains that came at the wrong time.,Applied organic manure from my cattle and reduced chemical fertilizer.,Thank you for the survey.,True,5
35d05e59-631c-435c-ad94-9168ec517413,2025-09-04 15:56:00,2025-09-04 14:38:00,2025-09-04 15:56:00,collect:device:563298,8901286860433,439554842267316,,enum_peter,4680,20250901v3,uuid:35d05e59-631c-435c-ad94-9168ec517413,R0097,53.0,Male,,4,1.4,Maize,,154.4,9795.0,No,Sometimes,Clay,26,Yes,No,-0.193168,37.07046,1489.2,19.3,Labour is expensive and hard to find during peak seasons.,,Hope next season will be better.,True,5
f8c79fba-be60-4bc4-a082-8d13f4ea2e4b,2025-09-07 11:54:00,2025-09-07 11:07:00,2025-09-07 11:54:00,collect:device:678478,8901760904107,870409115734360,254775056916.0,enum_john,2820,20250901v3,uuid:f8c79fba-be60-4bc4-a082-8d13f4ea2e4b,R0098,26.0,Female,Secondary,6,0.78,Coffee,Beans,1104.3,38908.0,No,Yes,,25,Yes,No,-0.431147,38.416637,1509.8,6.7,Soil is becoming less fertile and yields keep dropping every year.,Bought a small solar pump for irrigation.,Market prices are too low.,True,5
7de70d7c-455f-495b-aef5-83fa58ee2b21,2025-10-03 06:23:00,2025-10-03 05:17:00,2025-10-03 06:23:00,collect:device:839945,8901711072118,996471863752425,,enum_john,3960,20250901v3,uuid:7de70d7c-455f-495b-aef5-83fa58ee2b21,R0099,55.0,Female,Secondary,7,1.22,Maize,,247.0,40035.0,No,,Loam,10,Yes,Yes,-1.436452,38.40905,1450.0,7.3,Water scarcity for irrigation even though I have a small pump.,Joined a farmers group that trains on post-harvest handling.,Need more support with inputs.,True,5
83867699-7b6f-40f7-a5b7-f251176ea6d6,2025-10-04 17:57:00,2025-10-04 17:29:00,2025-10-04 17:57:00,collect:device:548462,8901423142470,737184098777395,254791721371.0,enum_peter,1680,20250901v3,uuid:83867699-7b6f-40f7-a5b7-f251176ea6d6,R0100,65.0,Female,Tertiary,10,0.59,Coffee,Vegetables,350.7,241432.0,No,No,Loam,19,Yes,Yes,-1.230271,38.132524,1715.0,22.6,Soil is becoming less fertile and yields keep dropping every year.,Planted drought-tolerant maize variety recommended by the agrovet.,Soil testing would help us a lot.,True,5
d49adf5d-f717-4b63-bc5f-c227d3916679,2025-10-09 11:48:00,2025-10-09 10:19:00,2025-10-09 11:48:00,collect:device:688153,8901536019893,146242979301958,254731257157.0,enum_mary,5340,20250901v3,uuid:d49adf5d-f717-4b63-bc5f-c227d3916679,R0101,74.0,Male,Secondary,4,1.16,Coffee,Maize,392.3,28229.0,No,Yes,Clay,11,Yes,Yes,-1.421427,36.736122,1735.6,19.5,Crop diseases that I do not know how to control.,Bought a small solar pump for irrigation.,I would like irrigation support.,True,5
9c488db6-cff0-49f6-be47-7f31e87b20a6,2025-09-17 07:05:00,2025-09-17 05:58:00,2025-09-17 07:05:00,collect:device:110139,8901688343096,699815148951688,254711835355.0,enum_grace,4020,20250901v3,uuid:9c488db6-cff0-49f6-be47-7f31e87b20a6,R0102,39.0,Female,Tertiary,6,1.93,Maize,,556.8,40097.0,Yes,No,Loam,13,No,No,0.091026,36.962744,1556.9,23.0,Everything is expensive and the weather is bad.,I started using conservation agriculture and mulching to keep moisture.,Market prices are too low.,True,5
1c6bd968-6bcd-4bec-95ff-09c4158c64d3,2025-09-06 07:00:00,2025-09-06 05:47:00,2025-09-06 07:00:00,collect:device:217308,8901995205588,844805003570792,254722510327.0,enum_grace,4380,20250901v3,uuid:1c6bd968-6bcd-4bec-95ff-09c4158c64d3,R0103,71.0,Female,Secondary,11,0.84,Beans,,335.9,47130.0,No,No,Clay,8,No,,-0.71411,38.127842,1553.8,19.7,Everything is expensive and the weather is bad.,Applied organic manure from my cattle and reduced chemical fertilizer.,Thank you for the survey.,True,5
